12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,0
11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,0
12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.096,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0
12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0
12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,0
11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,0
11.904,11.904,11.904,11.808,11.808,11.808,11.904,11.904,11.904,11.904,11.808,11.808,11.904,11.808,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.808,11.808,11.904,11.904,11.808,11.904,11.904,11.904,11.904,11.808,11.808,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.808,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.808,11.904,11.904,1
12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,0
11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.808,11.808,11.904,11.904,11.904,11.904,11.904,11.808,11.904,11.904,11.904,11.904,11.904,11.808,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.808,11.904,11.904,11.904,11.808,11.904,11.904,11.808,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,1
12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,0
11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,0
12.096,12.096,12.0,12.096,12.096,12.096,12.096,12.096,12.096,12.0,12.096,12.096,12.0,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,0
11.904,11.904,11.808,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.808,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.808,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,1
11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.808,11.808,11.904,11.904,11.808,11.904,11.808,11.904,11.904,11.904,11.808,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.808,11.904,11.904,11.904,11.904,11.904,11.904,11.808,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,1
11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.808,11.808,11.808,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.808,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.808,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.808,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.808,11.904,11.904,11.904,1
12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0
12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,0
12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,0
11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.808,11.904,11.904,11.808,11.904,11.904,11.904,11.904,11.904,12.096,12.0,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,0
12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0
12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,0
12.096,12.096,12.096,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.808,11.808,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.808,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,1
12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,0
12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,0
12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0
12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0
11.904,11.904,11.904,11.904,11.904,11.808,11.808,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.808,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.808,11.904,11.904,11.904,11.904,11.904,11.808,11.808,11.904,11.904,11.904,11.808,11.808,11.904,11.904,11.904,11.808,11.904,11.904,11.904,11.904,11.904,11.808,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,1
11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.808,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.808,11.808,11.904,11.904,11.808,11.904,11.808,11.904,11.904,11.904,1
12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,0
12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,0
11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.808,11.808,11.904,11.904,11.808,11.904,11.808,11.904,11.904,11.904,11.808,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.808,11.904,11.904,11.904,11.904,11.904,11.904,11.808,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,1
12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0
12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.0,12.0,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.0,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.0,12.0,12.096,12.096,12.096,12.096,12.0,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,1
12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,0
12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,0
12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,0
12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0
11.904,11.904,11.904,11.904,11.808,11.808,11.904,11.904,11.808,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.808,11.904,11.904,11.904,11.808,11.904,11.904,11.904,11.904,11.904,11.904,11.808,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.808,1
12.0,12.0,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.0,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.0,12.096,12.096,12.0,12.096,12.096,12.096,12.096,12.096,12.096,12.0,12.096,12.0,12.096,12.0,12.096,12.096,12.0,12.096,12.096,12.096,12.096,12.096,12.096,12.0,12.096,12.096,12.0,12.096,12.096,1
12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0
12.096,12.096,12.096,12.096,12.096,12.096,12.0,12.0,12.096,12.096,12.096,12.096,12.096,12.0,12.096,12.096,12.096,12.096,12.096,12.096,12.0,12.0,12.096,12.096,12.096,12.096,12.096,12.096,12.0,12.096,12.0,12.0,12.096,12.096,12.0,12.096,12.0,12.096,12.096,12.096,12.096,12.0,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.0,12.0,12.096,12.096,12.0,12.0,12.096,12.096,1
12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,0
11.904,11.904,11.904,11.808,11.808,11.904,11.808,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.808,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.808,11.904,11.808,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.808,11.808,11.808,11.904,11.904,11.904,11.904,11.904,1
11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.808,11.904,11.904,11.904,11.808,11.904,11.904,11.904,11.904,11.904,11.904,11.808,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.808,11.904,11.904,11.904,11.808,11.808,11.904,11.808,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,1
12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.0,12.0,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.0,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.0,12.0,12.096,12.096,12.096,12.096,12.0,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,1
12.096,12.096,12.096,12.096,12.096,12.0,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.0,12.096,12.096,12.096,12.096,12.096,12.0,12.0,12.096,12.096,12.096,12.0,12.0,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.0,12.096,12.096,12.096,12.096,12.096,12.096,12.0,12.0,12.0,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.0,12.096,12.096,1
11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.808,11.808,11.904,11.904,11.904,11.904,11.808,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.808,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.808,11.904,11.904,1
11.904,11.904,11.904,11.904,11.904,11.904,11.808,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.808,11.904,11.904,11.904,11.904,11.808,11.808,11.904,11.904,11.904,11.904,11.808,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.808,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,1
12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,0
12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,0
12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,12.096,0
11.904,11.904,11.808,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.808,11.808,11.808,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.808,11.808,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.808,11.808,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.808,11.808,11.904,11.808,11.904,1
11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,0
11.904,11.904,11.904,11.904,11.904,11.808,11.808,11.904,11.904,11.904,11.904,11.808,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.808,11.808,11.808,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.808,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,11.904,1
